title_theme,abstract_theme,similarity_score
crisis | pandemic | covid,crisis | pandemic | covid,1.0
attack | cyber | vulnerability,event | log | event processing,0.0
trust | distrust | consumer,trust | distrust | consumer,1.0
rfid | tag | protocol,innovation | firm | service innovation,0.0
code | program | source code,rdf | reporting | graph,0.0
workflow | management | generator,workflow | management | generator,1.0
enterprise | architecture | enterprise architecture,model | test | test case,0.0
privacy | concern | protection,privacy | concern | protection,1.0
learning | student | learner,graph | bias | property,0.0
health | healthcare | care,health | healthcare | care,1.0
erp | enterprise resource | resource planning,erp | enterprise resource | resource planning,1.0
knowledge | knowledge sharing | sharing,knowledge | knowledge sharing | sharing,1.0
government | citizen | public,government | citizen | public,1.0
government | citizen | public,commerce | electronic commerce | transit,0.0
disaster | disaster management | flood,disaster | disaster management | flood,1.0
outsourcing | vendor | success,outsourcing | vendor | success,1.0
database | relational | mapping,database | relational | mapping,1.0
software | software development | component,software | software development | component,1.0
agent | multi agent | evacuation,service | web service | web,0.0
governance | data governance | participation,governance | data governance | participation,1.0
use | acceptance | utaut,adoption | institutional | pressure,0.053
team | audit | internal,team | audit | internal,1.0
mobile | phone | mobile phone,use | acceptance | utaut,0.053
interaction | cs | service,service | web service | web,0.053
software | software development | component,attack | cyber | vulnerability,0.0
supply | supply chain | chain,supply | supply chain | chain,1.0
enterprise | architecture | enterprise architecture,project | project management | offshore,0.0
government | citizen | public,government | citizen | public,1.0
mobile | phone | mobile phone,mobile | phone | mobile phone,1.0
health | healthcare | care,adoption | institutional | pressure,0.0
health | healthcare | care,security | information security | security policy,0.0
adoption | institutional | pressure,adoption | institutional | pressure,1.0
outsourcing | vendor | success,outsourcing | vendor | success,1.0
privacy | concern | protection,privacy | concern | protection,1.0
research | citation | journal,research | citation | journal,1.0
domain | text | method,domain | text | method,1.0
collaboration | process | event log,collaboration | process | event log,1.0
security | information security | security policy,knowledge | knowledge sharing | sharing,0.0
rfid | tag | protocol,rfid | tag | protocol,1.0
web service | web | service,web service | web | service,1.0
rfid | tag | protocol,use | acceptance | utaut,0.0
learning | student | learner,learning | student | learner,1.0
commerce | electronic commerce | transit,commerce | electronic commerce | transit,1.0
resource | resource allocation | allocation,resource | resource allocation | allocation,1.0
information | modeling | approach,information | modeling | approach,1.0
web service | web | service,web service | web | service,1.0
decision | decision making | making,decision | decision making | making,1.0
health | healthcare | care,health | healthcare | care,1.0
privacy | concern | protection,privacy | concern | protection,1.0
decision | decision making | making,web | application | web application,0.0
detection | malware | attack,protein | gene | pattern,0.0
privacy | concern | protection,privacy | concern | protection,1.0
model | test | test case,model | test | test case,1.0
software | software development | component,software | software development | component,1.0
user | caching | service,justice | perceived | privacy,0.0
smart | home | smart home,smart | home | smart home,1.0
smart | home | smart home,smart | home | smart home,1.0
database | relational | mapping,database | relational | mapping,1.0
business process | process | business,business process | process | business,1.0
learning | student | learner,learning | student | learner,1.0
rfid | tag | protocol,rfid | tag | protocol,1.0
interaction | cs | service,interaction | cs | service,1.0
energy | user | ubiquitous,energy | user | ubiquitous,1.0
industry | technology | industry technology,market | rumor | stock,0.0
interaction | cs | service,service | web service | web,0.053
adoption | institutional | pressure,internet | internet access | addiction,0.0
smart | home | smart home,smart | home | smart home,1.0
query | xml | document,query | xml | document,1.0
social | social medium | sn,attack | cyber | vulnerability,0.0
review | product | online review,decision | decision making | making,0.0
research | citation | journal,productivity | intranet | vision,0.0
commerce | electronic commerce | transit,energy | user | ubiquitous,0.0
security | information security | security policy,security | information security | security policy,1.0
web | application | web application,web | application | web application,1.0
information | modeling | approach,web | application | web application,0.0
web | application | web application,knowledge | knowledge sharing | sharing,0.0
collaboration | process | event log,collaboration | process | event log,1.0
use | acceptance | utaut,use | acceptance | utaut,1.0
data | quality | data quality,prediction | rating | password,0.0
search | concept | semantic,search | concept | semantic,1.0
domain | text | method,feature | image | classification,0.053
compliance | checking | process,compliance | checking | process,1.0
web service | web | service,web service | web | service,1.0
patient | organ | cancer,patient | organ | cancer,1.0
consumer | commerce | purchase,outsourcing | vendor | success,0.0
knowledge | knowledge sharing | sharing,agent | multi agent | evacuation,0.0
research | citation | journal,research | citation | journal,1.0
model | test | test case,model | test | test case,1.0
web service | web | service,web service | web | service,1.0
service | web service | web,service | web service | web,1.0
information | modeling | approach,data | quality | data quality,0.0
rfid | tag | protocol,rfid | tag | protocol,1.0
adoption | institutional | pressure,adoption | institutional | pressure,1.0
outsourcing | vendor | success,project | project management | offshore,0.053
rfid | tag | protocol,rfid | tag | protocol,1.0
investment | security investment | security,investment | security investment | security,1.0
web service | web | service,web service | web | service,1.0
cloud | cloud computing | computing,cloud | cloud computing | computing,1.0
commerce | electronic commerce | transit,customer | chatbot | loyalty,0.053
compliance | checking | process,compliance | checking | process,1.0
supply | supply chain | chain,news | fake news | fake,0.0
video | topic | collaborative tagging,feature | image | classification,0.0
interaction | cs | service,business process | process | business,0.0
design | information | exchange,agent | multi agent | evacuation,0.053
innovation | firm | service innovation,innovation | firm | service innovation,1.0
compliance | checking | process,compliance | checking | process,1.0
attack | cyber | vulnerability,attack | cyber | vulnerability,1.0
social | social medium | sn,recommender | content | recommendation,0.111
iot | thing | internet thing,iot | thing | internet thing,1.0
rfid | tag | protocol,rfid | tag | protocol,1.0
authentication | security | protocol,authentication | security | protocol,1.0
problem | tcp | constraint,problem | tcp | constraint,1.0
game | analytics | online game,abstract | available | editor,0.0
service | web service | web,service | web service | web,1.0
social | social medium | sn,social | social medium | sn,1.0
sentiment | twitter | sentiment analysis,incident | social responsibility | responsibility,0.0
performance | fund | task performance,agent | multi agent | evacuation,0.0
web | application | web application,search | concept | semantic,0.0
trust | distrust | consumer,trust | distrust | consumer,1.0
enterprise | architecture | enterprise architecture,authentication | security | protocol,0.0
security | information security | security policy,security | information security | security policy,1.0
investment | security investment | security,investment | security investment | security,1.0
network | peer | social network,network | peer | social network,1.0
network | peer | social network,network | peer | social network,1.0
research | citation | journal,research | citation | journal,1.0
web service | web | service,web service | web | service,1.0
learning | student | learner,ict | diffusion | country,0.0
capability | firm | bda,knowledge | knowledge sharing | sharing,0.0
service | web service | web,service | web service | web,1.0
community | group | member,community | group | member,1.0
rfid | tag | protocol,event | log | event processing,0.0
cultural value | value | metaverses,cultural value | value | metaverses,1.0
user | caching | service,service | web service | web,0.053
adoption | institutional | pressure,adoption | institutional | pressure,1.0
attack | cyber | vulnerability,information | modeling | approach,0.0
ict | diffusion | country,ict | diffusion | country,1.0
detection | malware | attack,detection | malware | attack,1.0
cloud | cloud computing | computing,cloud | cloud computing | computing,1.0
query | xml | document,query | xml | document,1.0
decision | decision making | making,decision | decision making | making,1.0
software | software development | component,software | software development | component,1.0
feature | image | classification,feature | image | classification,1.0
virtual | satisfaction | turnover,virtual | satisfaction | turnover,1.0
network | peer | social network,network | peer | social network,1.0
investment | security investment | security,investment | security investment | security,1.0
query | xml | document,query | xml | document,1.0
adoption | institutional | pressure,cultural value | value | metaverses,0.0
web service | web | service,web service | web | service,1.0
query | xml | document,query | xml | document,1.0
cloud | cloud computing | computing,negotiation | electronic | electronic market,0.0
software | software development | component,code | program | source code,0.0
cultural value | value | metaverses,productivity | intranet | vision,0.053
mobile | phone | mobile phone,mobile | phone | mobile phone,1.0
model | test | test case,industry | technology | industry technology,0.0
review | product | online review,customer | chatbot | loyalty,0.0
rfid | tag | protocol,rfid | tag | protocol,1.0
service | web service | web,mobile | phone | mobile phone,0.0
agent | multi agent | evacuation,agent | multi agent | evacuation,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
graph | bias | property,graph | bias | property,1.0
community | group | member,community | group | member,1.0
service | web service | web,service | web service | web,1.0
rfid | tag | protocol,rfid | tag | protocol,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
attack | cyber | vulnerability,attack | cyber | vulnerability,1.0
rfid | tag | protocol,rfid | tag | protocol,1.0
social | social medium | sn,social | social medium | sn,1.0
user | caching | service,service | web service | web,0.053
software | software development | component,software | software development | component,1.0
project | project management | offshore,project | project management | offshore,1.0
mobile | phone | mobile phone,mobile | phone | mobile phone,1.0
commerce | electronic commerce | transit,mobile | phone | mobile phone,0.0
agent | multi agent | evacuation,supply | supply chain | chain,0.053
business process | process | business,business process | process | business,1.0
mobile | phone | mobile phone,platform | metaverse | content,0.0
outsourcing | vendor | success,outsourcing | vendor | success,1.0
software | software development | component,software | software development | component,1.0
knowledge | knowledge sharing | sharing,attack | cyber | vulnerability,0.0
decision | decision making | making,decision | decision making | making,1.0
commerce | electronic commerce | transit,knowledge | knowledge sharing | sharing,0.0
mobile | phone | mobile phone,mobile | phone | mobile phone,1.0
event | log | event processing,event | log | event processing,1.0
network | peer | social network,network | peer | social network,1.0
productivity | intranet | vision,productivity | intranet | vision,1.0
agent | multi agent | evacuation,agent | multi agent | evacuation,1.0
cloud | cloud computing | computing,feature | image | classification,0.0
cloud | cloud computing | computing,cloud | cloud computing | computing,1.0
resource | resource allocation | allocation,user | caching | service,0.053
business process | process | business,software | software development | component,0.0
feature | image | classification,feature | image | classification,1.0
design | information | exchange,design | information | exchange,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
feature | image | classification,feature | image | classification,1.0
feature | image | classification,feature | image | classification,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
energy | user | ubiquitous,user | caching | service,0.053
authentication | security | protocol,commerce | electronic commerce | transit,0.053
health | healthcare | care,health | healthcare | care,1.0
collaboration | process | event log,collaboration | process | event log,1.0
model | test | test case,interaction | cs | service,0.0
query | xml | document,web service | web | service,0.0
commerce | electronic commerce | transit,customer | chatbot | loyalty,0.053
web service | web | service,web service | web | service,1.0
protein | gene | pattern,data | quality | data quality,0.053
service | web service | web,web service | web | service,0.25
web service | web | service,web service | web | service,1.0
network | peer | social network,problem | tcp | constraint,0.0
authentication | security | protocol,authentication | security | protocol,1.0
cloud | cloud computing | computing,recommender | content | recommendation,0.0
service | customer | service quality,service | customer | service quality,1.0
workflow | management | generator,workflow | management | generator,1.0
cloud | cloud computing | computing,cloud | cloud computing | computing,1.0
internet | internet access | addiction,iot | thing | internet thing,0.053
network | peer | social network,health | healthcare | care,0.0
social | social medium | sn,social | social medium | sn,1.0
sustainability | green | smes,sustainability | green | smes,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
information | modeling | approach,information | modeling | approach,1.0
abstract | available | editor,iot | thing | internet thing,0.0
ethical | human | generative,ethical | human | generative,1.0
outsourcing | vendor | success,access control | control | access,0.0
industry | technology | industry technology,interaction | cs | service,0.0
software | software development | component,performance | fund | task performance,0.0
protein | gene | pattern,graph | bias | property,0.0
search | concept | semantic,search | concept | semantic,1.0
community | group | member,community | group | member,1.0
privacy | concern | protection,privacy | concern | protection,1.0
web | application | web application,web | application | web application,1.0
health | healthcare | care,health | healthcare | care,1.0
emergency | emergency management | universal,software | software development | component,0.0
social | social medium | sn,recommender | content | recommendation,0.111
search | concept | semantic,query | xml | document,0.0
innovation | firm | service innovation,sustainability | green | smes,0.053
cloud | cloud computing | computing,cloud | cloud computing | computing,1.0
rfid | tag | protocol,rfid | tag | protocol,1.0
consumer | commerce | purchase,consumer | commerce | purchase,1.0
trust | distrust | consumer,consumer | commerce | purchase,0.053
digital | digital technology | divide,decision | decision making | making,0.0
market | rumor | stock,market | rumor | stock,1.0
feature | image | classification,feature | image | classification,1.0
market | rumor | stock,investment | security investment | security,0.0
research | citation | journal,research | citation | journal,1.0
recommender | content | recommendation,domain | text | method,0.0
supply | supply chain | chain,supply | supply chain | chain,1.0
business process | process | business,business process | process | business,1.0
investment | security investment | security,security | information security | security policy,0.111
software | software development | component,software | software development | component,1.0
software | software development | component,software | software development | component,1.0
database | relational | mapping,search | concept | semantic,0.0
social | social medium | sn,social | social medium | sn,1.0
decision | decision making | making,information | modeling | approach,0.0
smart | home | smart home,digital | digital technology | divide,0.053
smart | home | smart home,smart | home | smart home,1.0
smart | home | smart home,smart | home | smart home,1.0
research | citation | journal,social | social medium | sn,0.0
smart | home | smart home,smart | home | smart home,1.0
software | software development | component,software | software development | component,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
consumer | commerce | purchase,virtual | satisfaction | turnover,0.053
web service | web | service,web service | web | service,1.0
security | information security | security policy,security | information security | security policy,1.0
model | test | test case,model | test | test case,1.0
information | modeling | approach,information | modeling | approach,1.0
mobile | phone | mobile phone,mobile | phone | mobile phone,1.0
event | log | event processing,event | log | event processing,1.0
outsourcing | vendor | success,outsourcing | vendor | success,1.0
knowledge | knowledge sharing | sharing,team | audit | internal,0.0
trust | distrust | consumer,trust | distrust | consumer,1.0
software | software development | component,project | project management | offshore,0.0
agent | multi agent | evacuation,agent | multi agent | evacuation,1.0
virtual | satisfaction | turnover,social | social medium | sn,0.0
trust | distrust | consumer,trust | distrust | consumer,1.0
user | caching | service,video | topic | collaborative tagging,0.0
game | analytics | online game,game | analytics | online game,1.0
trust | distrust | consumer,trust | distrust | consumer,1.0
trust | distrust | consumer,trust | distrust | consumer,1.0
agent | multi agent | evacuation,agent | multi agent | evacuation,1.0
internet | internet access | addiction,internet | internet access | addiction,1.0
learning | student | learner,learning | student | learner,1.0
capability | firm | bda,capability | firm | bda,1.0
service | web service | web,service | web service | web,1.0
government | citizen | public,government | citizen | public,1.0
adoption | institutional | pressure,use | acceptance | utaut,0.053
review | product | online review,domain | text | method,0.0
protein | gene | pattern,protein | gene | pattern,1.0
workflow | management | generator,workflow | management | generator,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
innovation | firm | service innovation,innovation | firm | service innovation,1.0
cloud | cloud computing | computing,cloud | cloud computing | computing,1.0
web | application | web application,search | concept | semantic,0.0
disaster | disaster management | flood,disaster | disaster management | flood,1.0
smart | home | smart home,smart | home | smart home,1.0
interaction | cs | service,interaction | cs | service,1.0
design | information | exchange,use | acceptance | utaut,0.0
query | xml | document,query | xml | document,1.0
rfid | tag | protocol,rfid | tag | protocol,1.0
project | project management | offshore,project | project management | offshore,1.0
service | customer | service quality,service | customer | service quality,1.0
security | information security | security policy,security | information security | security policy,1.0
consumer | commerce | purchase,consumer | commerce | purchase,1.0
energy | user | ubiquitous,social | social medium | sn,0.053
decision | decision making | making,model | test | test case,0.0
negotiation | electronic | electronic market,negotiation | electronic | electronic market,1.0
market | rumor | stock,market | rumor | stock,1.0
cloud | cloud computing | computing,resource | resource allocation | allocation,0.053
rfid | tag | protocol,event | log | event processing,0.0
trust | distrust | consumer,trust | distrust | consumer,1.0
risk | risk assessment | injury,risk | risk assessment | injury,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
social | social medium | sn,social | social medium | sn,1.0
capability | firm | bda,capability | firm | bda,1.0
agent | multi agent | evacuation,agent | multi agent | evacuation,1.0
outsourcing | vendor | success,outsourcing | vendor | success,1.0
knowledge | knowledge sharing | sharing,knowledge | knowledge sharing | sharing,1.0
research | citation | journal,virtual | satisfaction | turnover,0.0
web service | web | service,web service | web | service,1.0
governance | data governance | participation,governance | data governance | participation,1.0
learning | student | learner,learning | student | learner,1.0
service | web service | web,agent | multi agent | evacuation,0.0
productivity | intranet | vision,ict | diffusion | country,0.0
design | information | exchange,user | caching | service,0.053
knowledge | knowledge sharing | sharing,knowledge | knowledge sharing | sharing,1.0
information | modeling | approach,erp | enterprise resource | resource planning,0.0
web service | web | service,service | web service | web,0.25
data | quality | data quality,data | quality | data quality,1.0
web | application | web application,web | application | web application,1.0
model | test | test case,model | test | test case,1.0
outsourcing | vendor | success,outsourcing | vendor | success,1.0
rdf | reporting | graph,rdf | reporting | graph,1.0
sustainability | green | smes,sustainability | green | smes,1.0
project | project management | offshore,project | project management | offshore,1.0
resource | resource allocation | allocation,resource | resource allocation | allocation,1.0
knowledge | knowledge sharing | sharing,model | test | test case,0.0
government | citizen | public,government | citizen | public,1.0
query | xml | document,query | xml | document,1.0
negotiation | electronic | electronic market,negotiation | electronic | electronic market,1.0
search | concept | semantic,search | concept | semantic,1.0
design | information | exchange,design | information | exchange,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
performance | fund | task performance,domain | text | method,0.0
information | modeling | approach,learning | student | learner,0.0
workflow | management | generator,workflow | management | generator,1.0
information | modeling | approach,information | modeling | approach,1.0
workflow | management | generator,workflow | management | generator,1.0
adoption | institutional | pressure,adoption | institutional | pressure,1.0
market | rumor | stock,negotiation | electronic | electronic market,0.111
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
internet | internet access | addiction,internet | internet access | addiction,1.0
attack | cyber | vulnerability,attack | cyber | vulnerability,1.0
knowledge | knowledge sharing | sharing,knowledge | knowledge sharing | sharing,1.0
resource | resource allocation | allocation,resource | resource allocation | allocation,1.0
query | xml | document,query | xml | document,1.0
domain | text | method,business process | process | business,0.0
enterprise | architecture | enterprise architecture,erp | enterprise resource | resource planning,0.053
design | information | exchange,knowledge | knowledge sharing | sharing,0.0
mobile | phone | mobile phone,mobile | phone | mobile phone,1.0
knowledge | knowledge sharing | sharing,knowledge | knowledge sharing | sharing,1.0
energy | user | ubiquitous,service | customer | service quality,0.0
negotiation | electronic | electronic market,team | audit | internal,0.0
design | information | exchange,design | information | exchange,1.0
protein | gene | pattern,data | quality | data quality,0.053
industry | technology | industry technology,information | modeling | approach,0.0
research | citation | journal,research | citation | journal,1.0
community | group | member,community | group | member,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
design | information | exchange,design | information | exchange,1.0
commerce | electronic commerce | transit,commerce | electronic commerce | transit,1.0
learning | student | learner,learning | student | learner,1.0
business process | process | business,investment | security investment | security,0.0
customer | chatbot | loyalty,customer | chatbot | loyalty,1.0
database | relational | mapping,database | relational | mapping,1.0
graph | bias | property,database | relational | mapping,0.0
project | project management | offshore,project | project management | offshore,1.0
erp | enterprise resource | resource planning,erp | enterprise resource | resource planning,1.0
ict | diffusion | country,enterprise | architecture | enterprise architecture,0.0
design | information | exchange,design | information | exchange,1.0
knowledge | knowledge sharing | sharing,knowledge | knowledge sharing | sharing,1.0
protein | gene | pattern,protein | gene | pattern,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
design | information | exchange,design | information | exchange,1.0
code | program | source code,code | program | source code,1.0
workflow | management | generator,workflow | management | generator,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
enterprise | architecture | enterprise architecture,network | peer | social network,0.0
information | modeling | approach,information | modeling | approach,1.0
protein | gene | pattern,protein | gene | pattern,1.0
enterprise | architecture | enterprise architecture,web | application | web application,0.0
supply | supply chain | chain,service | web service | web,0.0
cloud | cloud computing | computing,internet | internet access | addiction,0.0
consumer | commerce | purchase,query | xml | document,0.0
database | relational | mapping,model | test | test case,0.0
knowledge | knowledge sharing | sharing,knowledge | knowledge sharing | sharing,1.0
commerce | electronic commerce | transit,abstract | available | editor,0.0
detection | malware | attack,attack | cyber | vulnerability,0.053
erp | enterprise resource | resource planning,erp | enterprise resource | resource planning,1.0
information | modeling | approach,design | information | exchange,0.053
negotiation | electronic | electronic market,productivity | intranet | vision,0.0
erp | enterprise resource | resource planning,erp | enterprise resource | resource planning,1.0
trust | distrust | consumer,trust | distrust | consumer,1.0
information | modeling | approach,design | information | exchange,0.053
protein | gene | pattern,protein | gene | pattern,1.0
agent | multi agent | evacuation,agent | multi agent | evacuation,1.0
customer | chatbot | loyalty,customer | chatbot | loyalty,1.0
agent | multi agent | evacuation,agent | multi agent | evacuation,1.0
sustainability | green | smes,sustainability | green | smes,1.0
agent | multi agent | evacuation,model | test | test case,0.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
model | test | test case,model | test | test case,1.0
abstract | available | editor,abstract | available | editor,1.0
community | group | member,community | group | member,1.0
project | project management | offshore,workflow | management | generator,0.053
data | quality | data quality,protein | gene | pattern,0.053
search | concept | semantic,search | concept | semantic,1.0
supply | supply chain | chain,web service | web | service,0.0
information | modeling | approach,information | modeling | approach,1.0
industry | technology | industry technology,service | customer | service quality,0.0
mobile | phone | mobile phone,mobile | phone | mobile phone,1.0
review | product | online review,negotiation | electronic | electronic market,0.0
negotiation | electronic | electronic market,negotiation | electronic | electronic market,1.0
decision | decision making | making,decision | decision making | making,1.0
workflow | management | generator,workflow | management | generator,1.0
information | modeling | approach,decision | decision making | making,0.0
customer | chatbot | loyalty,customer | chatbot | loyalty,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
payment | mobile payment | mobile,payment | mobile payment | mobile,1.0
design | information | exchange,design | information | exchange,1.0
abstract | available | editor,abstract | available | editor,1.0
mobile | phone | mobile phone,user | caching | service,0.0
database | relational | mapping,search | concept | semantic,0.0
research | citation | journal,research | citation | journal,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
internet | internet access | addiction,performance | fund | task performance,0.0
workflow | management | generator,workflow | management | generator,1.0
software | software development | component,software | software development | component,1.0
consumer | commerce | purchase,consumer | commerce | purchase,1.0
data | quality | data quality,data | quality | data quality,1.0
learning | student | learner,learning | student | learner,1.0
service | web service | web,outsourcing | vendor | success,0.0
commerce | electronic commerce | transit,supply | supply chain | chain,0.0
commerce | electronic commerce | transit,consumer | commerce | purchase,0.053
query | xml | document,query | xml | document,1.0
adoption | institutional | pressure,health | healthcare | care,0.0
information | modeling | approach,information | modeling | approach,1.0
enterprise | architecture | enterprise architecture,productivity | intranet | vision,0.053
information | modeling | approach,information | modeling | approach,1.0
internet | internet access | addiction,internet | internet access | addiction,1.0
commerce | electronic commerce | transit,internet | internet access | addiction,0.0
knowledge | knowledge sharing | sharing,knowledge | knowledge sharing | sharing,1.0
software | software development | component,software | software development | component,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
community | group | member,social | social medium | sn,0.053
patient | organ | cancer,game | analytics | online game,0.0
resource | resource allocation | allocation,resource | resource allocation | allocation,1.0
information | modeling | approach,information | modeling | approach,1.0
web | application | web application,financial | financial distress | distress,0.0
productivity | intranet | vision,productivity | intranet | vision,1.0
prediction | rating | password,learning | student | learner,0.0
web service | web | service,negotiation | electronic | electronic market,0.0
commerce | electronic commerce | transit,commerce | electronic commerce | transit,1.0
investment | security investment | security,investment | security investment | security,1.0
protein | gene | pattern,protein | gene | pattern,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
event | log | event processing,service | web service | web,0.0
knowledge | knowledge sharing | sharing,knowledge | knowledge sharing | sharing,1.0
erp | enterprise resource | resource planning,abstract | available | editor,0.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
feature | image | classification,feature | image | classification,1.0
information | modeling | approach,information | modeling | approach,1.0
knowledge | knowledge sharing | sharing,model | test | test case,0.0
abstract | available | editor,supply | supply chain | chain,0.0
capability | firm | bda,capability | firm | bda,1.0
erp | enterprise resource | resource planning,erp | enterprise resource | resource planning,1.0
investment | security investment | security,investment | security investment | security,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
workflow | management | generator,workflow | management | generator,1.0
learning | student | learner,learning | student | learner,1.0
game | analytics | online game,negotiation | electronic | electronic market,0.0
business process | process | business,business process | process | business,1.0
software | software development | component,software | software development | component,1.0
agent | multi agent | evacuation,agent | multi agent | evacuation,1.0
supply | supply chain | chain,supply | supply chain | chain,1.0
customer | chatbot | loyalty,customer | chatbot | loyalty,1.0
enterprise | architecture | enterprise architecture,enterprise | architecture | enterprise architecture,1.0
disaster | disaster management | flood,disaster | disaster management | flood,1.0
enterprise | architecture | enterprise architecture,information | modeling | approach,0.0
community | group | member,community | group | member,1.0
information | modeling | approach,information | modeling | approach,1.0
community | group | member,community | group | member,1.0
learning | student | learner,learning | student | learner,1.0
